dataset,record_id,dimension,subdimension,record_risk,record_flag,units
civilcomments,0,content_safety,harm_content_density,0.22183126211166382,False,fraction
civilcomments,1,content_safety,harm_content_density,0.0006350139155983925,False,fraction
civilcomments,2,content_safety,harm_content_density,0.0004735104739665985,False,fraction
civilcomments,3,content_safety,harm_content_density,0.00945995096117258,False,fraction
civilcomments,4,content_safety,harm_content_density,0.0006809692131355405,False,fraction
civilcomments,5,content_safety,harm_content_density,0.026668723672628403,False,fraction
civilcomments,6,content_safety,harm_content_density,0.015184727497398853,False,fraction
civilcomments,7,content_safety,harm_content_density,0.011664400808513165,False,fraction
civilcomments,8,content_safety,harm_content_density,0.0005583788151852787,False,fraction
civilcomments,9,content_safety,harm_content_density,0.0006073933327570558,False,fraction
civilcomments,10,content_safety,harm_content_density,0.0006489435327239335,False,fraction
civilcomments,11,content_safety,harm_content_density,0.0189230777323246,False,fraction
civilcomments,12,content_safety,harm_content_density,0.000370519032003358,False,fraction
civilcomments,13,content_safety,harm_content_density,0.005927590187638998,False,fraction
civilcomments,14,content_safety,harm_content_density,0.042048145085573196,False,fraction
civilcomments,15,content_safety,harm_content_density,0.004412990529090166,False,fraction
civilcomments,16,content_safety,harm_content_density,0.11061832308769226,False,fraction
civilcomments,17,content_safety,harm_content_density,0.0009157672757282853,False,fraction
civilcomments,18,content_safety,harm_content_density,0.006505225319415331,False,fraction
civilcomments,19,content_safety,harm_content_density,0.0008136956603266299,False,fraction
civilcomments,20,content_safety,harm_content_density,0.00043804998858831823,False,fraction
civilcomments,21,content_safety,harm_content_density,0.0015187142416834831,False,fraction
civilcomments,22,content_safety,harm_content_density,0.0004416823503561318,False,fraction
civilcomments,23,content_safety,harm_content_density,0.00893993116915226,False,fraction
civilcomments,24,content_safety,harm_content_density,0.6645253896713257,True,fraction
civilcomments,25,content_safety,harm_content_density,0.001347357640042901,False,fraction
civilcomments,26,content_safety,harm_content_density,0.00046722308616153896,False,fraction
civilcomments,27,content_safety,harm_content_density,0.0004641488485503942,False,fraction
civilcomments,28,content_safety,harm_content_density,0.059269778430461884,False,fraction
civilcomments,29,content_safety,harm_content_density,0.0018538761651143432,False,fraction
civilcomments,30,content_safety,harm_content_density,0.0009782796259969473,False,fraction
civilcomments,31,content_safety,harm_content_density,0.0007479563355445862,False,fraction
civilcomments,32,content_safety,harm_content_density,0.00045620286255143583,False,fraction
civilcomments,33,content_safety,harm_content_density,0.002430170541629195,False,fraction
civilcomments,34,content_safety,harm_content_density,0.0010096874320879579,False,fraction
civilcomments,35,content_safety,harm_content_density,0.0010743830353021622,False,fraction
civilcomments,36,content_safety,harm_content_density,0.00161398621276021,False,fraction
civilcomments,37,content_safety,harm_content_density,0.0009335703798569739,False,fraction
civilcomments,38,content_safety,harm_content_density,0.0026556560769677162,False,fraction
civilcomments,39,content_safety,harm_content_density,0.00819232128560543,False,fraction
civilcomments,40,content_safety,harm_content_density,0.00577867915853858,False,fraction
civilcomments,41,content_safety,harm_content_density,0.0006496523856185377,False,fraction
civilcomments,42,content_safety,harm_content_density,0.0010045839007943869,False,fraction
civilcomments,43,content_safety,harm_content_density,0.0008338887710124254,False,fraction
civilcomments,44,content_safety,harm_content_density,0.0013377716531977057,False,fraction
civilcomments,45,content_safety,harm_content_density,0.0017256030114367604,False,fraction
civilcomments,46,content_safety,harm_content_density,0.0022067104000598192,False,fraction
civilcomments,47,content_safety,harm_content_density,0.0009255334152840078,False,fraction
civilcomments,48,content_safety,harm_content_density,0.1300237774848938,False,fraction
