dataset,record_id,dimension,subdimension,record_risk,record_flag,units
german_credit,0,content_safety,label_integrity,0.054750040933967514,False,fraction
german_credit,1,content_safety,label_integrity,0.28387089411947886,False,fraction
german_credit,2,content_safety,label_integrity,0.02376071147551795,False,fraction
german_credit,3,content_safety,label_integrity,0.2544868620447016,False,fraction
german_credit,4,content_safety,label_integrity,0.1977582844462228,False,fraction
german_credit,5,content_safety,label_integrity,0.3343984578908983,False,fraction
german_credit,6,content_safety,label_integrity,0.09499267149595414,False,fraction
german_credit,7,content_safety,label_integrity,0.3061684562214856,False,fraction
german_credit,8,content_safety,label_integrity,0.004524974934083992,False,fraction
german_credit,9,content_safety,label_integrity,0.32804862600006035,False,fraction
german_credit,10,content_safety,label_integrity,0.22226014515173886,False,fraction
german_credit,11,content_safety,label_integrity,0.10678508613545323,False,fraction
german_credit,12,content_safety,label_integrity,0.16972953560018966,False,fraction
german_credit,13,content_safety,label_integrity,0.5721900015883723,True,fraction
german_credit,14,content_safety,label_integrity,0.6820874494600544,True,fraction
german_credit,15,content_safety,label_integrity,0.6511253412734556,True,fraction
german_credit,16,content_safety,label_integrity,0.03557971882376876,False,fraction
german_credit,17,content_safety,label_integrity,0.8976314512020386,True,fraction
german_credit,18,content_safety,label_integrity,0.5900256218535216,True,fraction
german_credit,19,content_safety,label_integrity,0.1068856547647331,False,fraction
german_credit,20,content_safety,label_integrity,0.06977974035970236,False,fraction
german_credit,21,content_safety,label_integrity,0.18511330916549062,False,fraction
german_credit,22,content_safety,label_integrity,0.09072084541220626,False,fraction
german_credit,23,content_safety,label_integrity,0.050521038489361736,False,fraction
german_credit,24,content_safety,label_integrity,0.011046839605283965,False,fraction
german_credit,25,content_safety,label_integrity,0.15730643014131185,False,fraction
german_credit,26,content_safety,label_integrity,0.11696918650172372,False,fraction
german_credit,27,content_safety,label_integrity,0.17943737163619233,False,fraction
german_credit,28,content_safety,label_integrity,0.04793885759047645,False,fraction
german_credit,29,content_safety,label_integrity,0.2800666641248146,False,fraction
german_credit,30,content_safety,label_integrity,0.23284653867161575,False,fraction
german_credit,31,content_safety,label_integrity,0.578098743891786,True,fraction
german_credit,32,content_safety,label_integrity,0.4059161323229583,False,fraction
german_credit,33,content_safety,label_integrity,0.05259174263581001,False,fraction
german_credit,34,content_safety,label_integrity,0.47226054622381053,False,fraction
german_credit,35,content_safety,label_integrity,0.4318564026056795,False,fraction
german_credit,36,content_safety,label_integrity,0.36755485347487615,False,fraction
german_credit,37,content_safety,label_integrity,0.6614216145883453,True,fraction
german_credit,38,content_safety,label_integrity,0.11346860661569269,False,fraction
german_credit,39,content_safety,label_integrity,0.3443632082991376,False,fraction
german_credit,40,content_safety,label_integrity,0.13926351888289712,False,fraction
german_credit,41,content_safety,label_integrity,0.32482713177502553,False,fraction
german_credit,42,content_safety,label_integrity,0.3038431212952405,False,fraction
german_credit,43,content_safety,label_integrity,0.15198896205853996,False,fraction
german_credit,44,content_safety,label_integrity,0.35639781172485385,False,fraction
german_credit,45,content_safety,label_integrity,0.23621622375827322,False,fraction
german_credit,46,content_safety,label_integrity,0.09160560634705905,False,fraction
german_credit,47,content_safety,label_integrity,0.15180113191492917,False,fraction
german_credit,48,content_safety,label_integrity,0.1252038127212367,False,fraction
german_credit,49,content_safety,label_integrity,0.1852205578635423,False,fraction
german_credit,50,content_safety,label_integrity,0.36597818848660746,False,fraction
german_credit,51,content_safety,label_integrity,0.11098387491318151,False,fraction
german_credit,52,content_safety,label_integrity,0.07688505079643138,False,fraction
german_credit,53,content_safety,label_integrity,0.013861134308111422,False,fraction
german_credit,54,content_safety,label_integrity,0.22068458409596692,False,fraction
german_credit,55,content_safety,label_integrity,0.0474642287205882,False,fraction
german_credit,56,content_safety,label_integrity,0.8697954709103126,True,fraction
german_credit,57,content_safety,label_integrity,0.30020632138834447,False,fraction
german_credit,58,content_safety,label_integrity,0.6027116862335353,True,fraction
german_credit,59,content_safety,label_integrity,0.10775439975894041,False,fraction
german_credit,60,content_safety,label_integrity,0.26268396934188,False,fraction
german_credit,61,content_safety,label_integrity,0.009824343232738508,False,fraction
german_credit,62,content_safety,label_integrity,0.4613760267296173,False,fraction
german_credit,63,content_safety,label_integrity,0.1588935350553099,False,fraction
german_credit,64,content_safety,label_integrity,0.22530058748500048,False,fraction
german_credit,65,content_safety,label_integrity,0.2264333740993163,False,fraction
german_credit,66,content_safety,label_integrity,0.12852219335767368,False,fraction
german_credit,67,content_safety,label_integrity,0.42720662701277257,False,fraction
german_credit,68,content_safety,label_integrity,0.5709616514815856,True,fraction
german_credit,69,content_safety,label_integrity,0.21800490103588555,False,fraction
german_credit,70,content_safety,label_integrity,0.20008419622018925,False,fraction
german_credit,71,content_safety,label_integrity,0.009626564251916991,False,fraction
german_credit,72,content_safety,label_integrity,0.3377847148150682,False,fraction
german_credit,73,content_safety,label_integrity,0.4160206502467846,False,fraction
german_credit,74,content_safety,label_integrity,0.5672645323986578,True,fraction
german_credit,75,content_safety,label_integrity,0.2166140695000296,False,fraction
german_credit,76,content_safety,label_integrity,0.2884463189882507,False,fraction
german_credit,77,content_safety,label_integrity,0.09375034313085806,False,fraction
german_credit,78,content_safety,label_integrity,0.29236330941839617,False,fraction
german_credit,79,content_safety,label_integrity,0.6748069521719285,True,fraction
german_credit,80,content_safety,label_integrity,0.9711254878602354,True,fraction
german_credit,81,content_safety,label_integrity,0.056736153277594514,False,fraction
german_credit,82,content_safety,label_integrity,0.263604014884803,False,fraction
german_credit,83,content_safety,label_integrity,0.13984814287103842,False,fraction
german_credit,84,content_safety,label_integrity,0.24827736152590885,False,fraction
german_credit,85,content_safety,label_integrity,0.015903178409580998,False,fraction
german_credit,86,content_safety,label_integrity,0.35017889396356094,False,fraction
german_credit,87,content_safety,label_integrity,0.36131147094175153,False,fraction
german_credit,88,content_safety,label_integrity,0.38162471338303927,False,fraction
german_credit,89,content_safety,label_integrity,0.6018597849276042,True,fraction
german_credit,90,content_safety,label_integrity,0.02711332412131806,False,fraction
german_credit,91,content_safety,label_integrity,0.04487768849990903,False,fraction
german_credit,92,content_safety,label_integrity,0.954364565136384,True,fraction
german_credit,93,content_safety,label_integrity,0.5092260315273792,True,fraction
german_credit,94,content_safety,label_integrity,0.15144236573287162,False,fraction
german_credit,95,content_safety,label_integrity,0.035972720221125964,False,fraction
german_credit,96,content_safety,label_integrity,0.027909652174855415,False,fraction
german_credit,97,content_safety,label_integrity,0.3098468818134481,False,fraction
german_credit,98,content_safety,label_integrity,0.1419466761520296,False,fraction
german_credit,99,content_safety,label_integrity,0.20780426840462818,False,fraction
german_credit,100,content_safety,label_integrity,0.23966747242760278,False,fraction
german_credit,101,content_safety,label_integrity,0.4608523675720899,False,fraction
german_credit,102,content_safety,label_integrity,0.08187772728415221,False,fraction
german_credit,103,content_safety,label_integrity,0.14165975596667213,False,fraction
german_credit,104,content_safety,label_integrity,0.025473924965051076,False,fraction
german_credit,105,content_safety,label_integrity,0.6411983203956204,True,fraction
german_credit,106,content_safety,label_integrity,0.4821769717545835,False,fraction
german_credit,107,content_safety,label_integrity,0.30660352987947936,False,fraction
german_credit,108,content_safety,label_integrity,0.039148690935783215,False,fraction
german_credit,109,content_safety,label_integrity,0.07666467230071528,False,fraction
german_credit,110,content_safety,label_integrity,0.4566017505603479,False,fraction
german_credit,111,content_safety,label_integrity,0.7378467919313876,True,fraction
german_credit,112,content_safety,label_integrity,0.43059775367483644,False,fraction
german_credit,113,content_safety,label_integrity,0.40848257133096244,False,fraction
german_credit,114,content_safety,label_integrity,0.19177211981522702,False,fraction
german_credit,115,content_safety,label_integrity,0.023297323826576566,False,fraction
german_credit,116,content_safety,label_integrity,0.629189289752017,True,fraction
german_credit,117,content_safety,label_integrity,0.059939896654231384,False,fraction
german_credit,118,content_safety,label_integrity,0.6214410572647202,True,fraction
german_credit,119,content_safety,label_integrity,0.10753122889808808,False,fraction
german_credit,120,content_safety,label_integrity,0.4883389104278695,False,fraction
german_credit,121,content_safety,label_integrity,0.06896439088745243,False,fraction
german_credit,122,content_safety,label_integrity,0.1488132299316438,False,fraction
german_credit,123,content_safety,label_integrity,0.23210867958719084,False,fraction
german_credit,124,content_safety,label_integrity,0.6562688261657801,True,fraction
german_credit,125,content_safety,label_integrity,0.5826973080631004,True,fraction
german_credit,126,content_safety,label_integrity,0.4083797079704321,False,fraction
german_credit,127,content_safety,label_integrity,0.7071521688299051,True,fraction
german_credit,128,content_safety,label_integrity,0.08229675399279501,False,fraction
german_credit,129,content_safety,label_integrity,0.36230255645432774,False,fraction
german_credit,130,content_safety,label_integrity,0.5800772964437327,True,fraction
german_credit,131,content_safety,label_integrity,0.12161012244411706,False,fraction
german_credit,132,content_safety,label_integrity,0.15358124727443467,False,fraction
german_credit,133,content_safety,label_integrity,0.26924111779049353,False,fraction
german_credit,134,content_safety,label_integrity,0.22172128335236518,False,fraction
german_credit,135,content_safety,label_integrity,0.019623491870715992,False,fraction
german_credit,136,content_safety,label_integrity,0.026130712324357153,False,fraction
german_credit,137,content_safety,label_integrity,0.8837725853788522,True,fraction
german_credit,138,content_safety,label_integrity,0.014735302792393656,False,fraction
german_credit,139,content_safety,label_integrity,0.11296842340940139,False,fraction
german_credit,140,content_safety,label_integrity,0.006660183206321446,False,fraction
german_credit,141,content_safety,label_integrity,0.7438216320239988,True,fraction
german_credit,142,content_safety,label_integrity,0.5401258963017179,True,fraction
german_credit,143,content_safety,label_integrity,0.5895112430906816,True,fraction
german_credit,144,content_safety,label_integrity,0.16624516776995535,False,fraction
german_credit,145,content_safety,label_integrity,0.5221003208319284,True,fraction
german_credit,146,content_safety,label_integrity,0.22056046456511302,False,fraction
german_credit,147,content_safety,label_integrity,0.05590617082871052,False,fraction
german_credit,148,content_safety,label_integrity,0.32776389343306,False,fraction
german_credit,149,content_safety,label_integrity,0.02489609475376353,False,fraction
german_credit,150,content_safety,label_integrity,0.06790574334368038,False,fraction
german_credit,151,content_safety,label_integrity,0.006341436182270899,False,fraction
german_credit,152,content_safety,label_integrity,0.541822668543571,True,fraction
german_credit,153,content_safety,label_integrity,0.10885673028723808,False,fraction
german_credit,154,content_safety,label_integrity,0.1947815996998048,False,fraction
german_credit,155,content_safety,label_integrity,0.4896364031981243,False,fraction
german_credit,156,content_safety,label_integrity,0.016170495362533455,False,fraction
german_credit,157,content_safety,label_integrity,0.7324653134975717,True,fraction
german_credit,158,content_safety,label_integrity,0.35190453905584596,False,fraction
german_credit,159,content_safety,label_integrity,0.010969426245516334,False,fraction
german_credit,160,content_safety,label_integrity,0.025300104974540716,False,fraction
german_credit,161,content_safety,label_integrity,0.25768101242515107,False,fraction
german_credit,162,content_safety,label_integrity,0.048632736787846076,False,fraction
german_credit,163,content_safety,label_integrity,0.7648367067007361,True,fraction
german_credit,164,content_safety,label_integrity,0.24969824349231118,False,fraction
german_credit,165,content_safety,label_integrity,0.01916039344675402,False,fraction
german_credit,166,content_safety,label_integrity,0.34416954133293587,False,fraction
german_credit,167,content_safety,label_integrity,0.20461311660711035,False,fraction
german_credit,168,content_safety,label_integrity,0.14118834574125927,False,fraction
german_credit,169,content_safety,label_integrity,0.7037210575102304,True,fraction
german_credit,170,content_safety,label_integrity,0.12089166923720684,False,fraction
german_credit,171,content_safety,label_integrity,0.13212306596699475,False,fraction
german_credit,172,content_safety,label_integrity,0.5915232452575709,True,fraction
german_credit,173,content_safety,label_integrity,0.01626076103778662,False,fraction
german_credit,174,content_safety,label_integrity,0.3338688700863518,False,fraction
german_credit,175,content_safety,label_integrity,0.8589684415897316,True,fraction
german_credit,176,content_safety,label_integrity,0.464883075932381,False,fraction
german_credit,177,content_safety,label_integrity,0.12131673347833827,False,fraction
german_credit,178,content_safety,label_integrity,0.08425853623127733,False,fraction
german_credit,179,content_safety,label_integrity,0.5157085112524359,True,fraction
german_credit,180,content_safety,label_integrity,0.6731947371934011,True,fraction
german_credit,181,content_safety,label_integrity,0.3560624627830634,False,fraction
german_credit,182,content_safety,label_integrity,0.2327157360121842,False,fraction
german_credit,183,content_safety,label_integrity,0.008395453114648621,False,fraction
german_credit,184,content_safety,label_integrity,0.454243845481041,False,fraction
